input_brand,url,h1_text,parsed_brand,parsed_count,brand_slug
,https://auto.ria.com/uk/car/jianshe/,12 оголошень про продаж Jianshe,12 Оголошень Про Jianshe,12,jianshe
,https://auto.ria.com/uk/car/dnepr/,17 оголошень про продаж Днепр,17 Оголошень Про Днепр,17,dnepr
,https://auto.ria.com/uk/car/dnipro/,37 оголошень про продаж Дніпро,37 Оголошень Про Дніпро,37,dnipro
,https://auto.ria.com/uk/car/dnepr-kmz/,234 оголошення про продаж Днепр (КМЗ),234 Про Днепр,234,dnepr-kmz
,https://auto.ria.com/uk/car/dogan/,9 оголошень про продаж Dogan,9 Оголошень Про Dogan,9,dogan
,https://auto.ria.com/uk/car/dromech/,13 оголошень про продаж Dromech,13 Оголошень Про Dromech,13,dromech
,https://auto.ria.com/uk/car/ds/,1 оголошення про продаж ДС,1 Про Дс,1,ds
,https://auto.ria.com/uk/car/doosan/,28 оголошень про продаж Doosan,28 Оголошень Про Doosan,28,doosan
,https://auto.ria.com/uk/car/everlast/,18 оголошень про продаж Everlast,18 Оголошень Про Everlast,18,everlast
,https://auto.ria.com/uk/car/exdrive/,25 оголошень про продаж Exdrive,25 Оголошень Про Exdrive,25,exdrive
,https://auto.ria.com/uk/car/electric-scooter/,14 оголошень про продаж Electric Scooter,14 Оголошень Про Electric Scooter,14,electric-scooter
,https://auto.ria.com/uk/car/enerco/,14 оголошень про продаж ENERCO,14 Оголошень Про Enerco,14,enerco
,https://auto.ria.com/uk/car/eos/,13 оголошень про продаж EOS,13 Оголошень Про Eos,13,eos
,https://auto.ria.com/uk/car/sdc/,29 оголошень про продаж SDC,29 Оголошень Про Sdc,29,sdc
,https://auto.ria.com/uk/car/zaz/,4 200+ оголошень про продаж ЗАЗ,4 200+ Оголошень Про Заз,,zaz
,https://auto.ria.com/uk/car/luaz/,96 оголошень про продаж ЛуАЗ,96 Оголошень Про Луаз,96,luaz
,https://auto.ria.com/uk/car/zaslaw/,39 оголошень про продаж Zaslaw,39 Оголошень Про Zaslaw,39,zaslaw
,https://auto.ria.com/uk/car/zil/,252 оголошення про продаж ЗИЛ,252 Про Зил,252,zil
,https://auto.ria.com/uk/car/zontes/,40 оголошень про продаж Zontes,40 Оголошень Про Zontes,40,zontes
,https://auto.ria.com/uk/car/zremb/,21 оголошення про продаж Zremb,21 Про Zremb,21,zremb
,https://auto.ria.com/uk/car/zx/,17 оголошень про продаж ZX,17 Оголошень Про Zx,17,zx
,https://auto.ria.com/uk/car/kazanka/,51 оголошення про продаж Казанка,51 Про Казанка,51,kazanka
,https://auto.ria.com/uk/car/kayo/,118 оголошень про продаж Kayo,118 Оголошень Про Kayo,118,kayo
,https://auto.ria.com/uk/car/kamaz/,448 оголошень про продаж КамАЗ,448 Оголошень Про Камаз,448,kamaz
,https://auto.ria.com/uk/car/cardi/,12 оголошень про продаж Cardi,12 Оголошень Про Cardi,12,cardi
,https://auto.ria.com/uk/car/carnehl/,58 оголошень про продаж Carnehl,58 Оголошень Про Carnehl,58,carnehl
,https://auto.ria.com/uk/car/kassbohrer/,68 оголошень про продаж Kassbohrer,68 Оголошень Про Kassbohrer,68,kassbohrer
,https://auto.ria.com/uk/car/krym/,54 оголошення про продаж Крим,54 Про Крим,54,krym
,https://auto.ria.com/uk/car/sea-ray/,10 оголошень про продаж Sea Ray,10 Оголошень Про Sea Ray,10,sea-ray
,https://auto.ria.com/uk/car/kelberg/,27 оголошень про продаж Kelberg,27 Оголошень Про Kelberg,27,kelberg
,https://auto.ria.com/uk/car/kempf/,56 оголошень про продаж Kempf,56 Оголошень Про Kempf,56,kempf
,https://auto.ria.com/uk/car/case-construction/,21 оголошення про продаж Case Construction,21 Про Case Construction,21,case-construction
,https://auto.ria.com/uk/car/knapen/,14 оголошень про продаж Knapen,14 Оголошень Про Knapen,14,knapen
,https://auto.ria.com/uk/car/kobelco/,15 оголошень про продаж Kobelco,15 Оголошень Про Kobelco,15,kobelco
,https://auto.ria.com/uk/car/cobo/,12 оголошень про продаж Cobo,12 Оголошень Про Cobo,12,cobo
,https://auto.ria.com/uk/car/kovi/,311 оголошень про продаж Kovi,311 Оголошень Про Kovi,311,kovi
,https://auto.ria.com/uk/car/coder/,12 оголошень про продаж Coder,12 Оголошень Про Coder,12,coder
,https://auto.ria.com/uk/car/komatsu/,64 оголошення про продаж Komatsu,64 Про Komatsu,64,komatsu
,https://auto.ria.com/uk/car/comman/,40 оголошень про продаж Comman,40 Оголошень Про Comman,40,comman
,https://auto.ria.com/uk/car/kraz/,79 оголошень про продаж КрАЗ,79 Оголошень Про Краз,79,kraz
,https://auto.ria.com/uk/car/cupra/,56 оголошень про продаж Cupra,56 Оголошень Про Cupra,56,cupra
,https://auto.ria.com/uk/car/keeway/,22 оголошення про продаж Keeway,22 Про Keeway,22,keeway
,https://auto.ria.com/uk/car/kymco/,18 оголошень про продаж Kymco,18 Оголошень Про Kymco,18,kymco
,https://auto.ria.com/uk/car/kinlon/,11 оголошень про продаж Kinlon,11 Оголошень Про Kinlon,11,kinlon
,https://auto.ria.com/uk/car/l-a-g/,10 оголошень про продаж L.A.G.,10 Оголошень Про L.a.g.,10,l-a-g
,https://auto.ria.com/uk/car/laz/,14 оголошень про продаж ЛАЗ,14 Оголошень Про Лаз,14,laz
,https://auto.ria.com/uk/car/lamberet/,61 оголошення про продаж Lamberet,61 Про Lamberet,61,lamberet
,https://auto.ria.com/uk/car/langendorf/,47 оголошень про продаж Langendorf,47 Оголошень Про Langendorf,47,langendorf
,https://auto.ria.com/uk/car/lecinena/,15 оголошень про продаж Lecinena,15 Оголошень Про Lecinena,15,lecinena
,https://auto.ria.com/uk/car/ldv/,16 оголошень про продаж LDV,16 Оголошень Про Ldv,16,ldv
,https://auto.ria.com/uk/car/lds/,13 оголошень про продаж LDS,13 Оголошень Про Lds,13,lds
,https://auto.ria.com/uk/car/lev/,25 оголошень про продаж Лев,25 Оголошень Про Лев,25,lev
,https://auto.ria.com/uk/car/lecitrailer/,21 оголошення про продаж LeciTrailer,21 Про Lecitrailer,21,lecitrailer
,https://auto.ria.com/uk/car/loncin/,278 оголошень про продаж Loncin,278 Оголошень Про Loncin,278,loncin
,https://auto.ria.com/uk/car/lvovskij-pogruzchik/,18 оголошень про продаж Львовский погрузчик,18 Оголошень Про Львовский Погрузчик,18,lvovskij-pogruzchik
,https://auto.ria.com/uk/car/lucid/,17 оголошень про продаж Lucid,17 Оголошень Про Lucid,17,lucid
,https://auto.ria.com/uk/car/linde/,80 оголошень про продаж Linde,80 Оголошень Про Linde,80,linde
,https://auto.ria.com/uk/car/linhai/,108 оголошень про продаж Linhai,108 Оголошень Про Linhai,108,linhai
,https://auto.ria.com/uk/car/liugong/,13 оголошень про продаж LiuGong,13 Оголошень Про Liugong,13,liugong
,https://auto.ria.com/uk/car/magyar/,100 оголошень про продаж Magyar,100 Оголошень Про Magyar,100,magyar
,https://auto.ria.com/uk/car/maz/,332 оголошення про продаж МАЗ,332 Про Маз,332,maz
,https://auto.ria.com/uk/car/meierling/,11 оголошень про продаж Meierling,11 Оголошень Про Meierling,11,meierling
,https://auto.ria.com/uk/car/maxus/,35 оголошень про продаж Maxus,35 Оголошень Про Maxus,35,maxus
,https://auto.ria.com/uk/car/manitou/,46 оголошень про продаж Manitou,46 Оголошень Про Manitou,46,manitou
,https://auto.ria.com/uk/car/maisonneuv/,17 оголошень про продаж Maisonneuv,17 Оголошень Про Maisonneuv,17,maisonneuv
,https://auto.ria.com/uk/car/meiller/,30 оголошень про продаж Meiller,30 Оголошень Про Meiller,30,meiller
,https://auto.ria.com/uk/car/menci/,29 оголошень про продаж Menci,29 Оголошень Про Menci,29,menci
,https://auto.ria.com/uk/car/merceron/,18 оголошень про продаж Merceron,18 Оголошень Про Merceron,18,merceron
,https://auto.ria.com/uk/car/metaco/,14 оголошень про продаж Metaco,14 Оголошень Про Metaco,14,metaco
,https://auto.ria.com/uk/car/mmz/,13 оголошень про продаж ММЗ,13 Оголошень Про Ммз,13,mmz
,https://auto.ria.com/uk/car/mol/,18 оголошень про продаж MOL,18 Оголошень Про Mol,18,mol
,https://auto.ria.com/uk/car/montracon/,15 оголошень про продаж Montracon,15 Оголошень Про Montracon,15,montracon
,https://auto.ria.com/uk/car/moskvich-azlk/,488 оголошень про продаж Москвич/АЗЛК,488 Оголошень Про Москвич/азлк,488,moskvich-azlk
,https://auto.ria.com/uk/car/voskhod/,11 оголошень про продаж Восход,11 Оголошень Про Восход,11,voskhod
,https://auto.ria.com/uk/car/moto-leader/,31 оголошення про продаж Moto-Leader,31 Про Moto-leader,31,moto-leader
,https://auto.ria.com/uk/car/musstang/,326 оголошень про продаж Musstang,326 Оголошень Про Musstang,326,musstang
,https://auto.ria.com/uk/car/mustang/,36 оголошень про продаж Mustang,36 Оголошень Про Mustang,36,mustang
,https://auto.ria.com/uk/car/mikilon/,21 оголошення про продаж Mikilon,21 Про Mikilon,21,mikilon
,https://auto.ria.com/uk/car/minsk/,92 оголошення про продаж Мінськ,92 Про Мінськ,92,minsk
,https://auto.ria.com/uk/car/novatrail/,20 оголошень про продаж Novatrail,20 Оголошень Про Novatrail,20,novatrail
,https://auto.ria.com/uk/car/npp-palych/,19 оголошень про продаж НПП Палич,19 Оголошень Про Нпп Палич,19,npp-palych
,https://auto.ria.com/uk/car/nooteboom/,14 оголошень про продаж Nooteboom,14 Оголошень Про Nooteboom,14,nooteboom
,https://auto.ria.com/uk/car/niewiadow/,30 оголошень про продаж Niewiadow,30 Оголошень Про Niewiadow,30,niewiadow
,https://auto.ria.com/uk/car/ova/,11 оголошень про продаж Ova,11 Оголошень Про Ova,11,ova
,https://auto.ria.com/uk/car/omt/,10 оголошень про продаж OMT,10 Оголошень Про Omt,10,omt
,https://auto.ria.com/uk/car/pavam/,11 оголошень про продаж ПАВАМ,11 Оголошень Про Павам,11,pavam
,https://auto.ria.com/uk/car/paz/,105 оголошень про продаж ПАЗ,105 Оголошень Про Паз,105,paz
,https://auto.ria.com/uk/car/panav/,50 оголошень про продаж Panav,50 Оголошень Про Panav,50,panav
,https://auto.ria.com/uk/car/pva/,11 оголошень про продаж ПВА,11 Оголошень Про Пва,11,pva
,https://auto.ria.com/uk/car/pgmf/,53 оголошення про продаж ПГМФ,53 Про Пгмф,53,pgmf
,https://auto.ria.com/uk/car/plymouth/,14 оголошень про продаж Plymouth,14 Оголошень Про Plymouth,14,plymouth
,https://auto.ria.com/uk/car/polestar/,122 оголошення про продаж Polestar,122 Про Polestar,122,polestar
,https://auto.ria.com/uk/car/pp/,10 оголошень про продаж ПП,10 Оголошень Про Пп,10,pp
,https://auto.ria.com/uk/car/pricep/,80 оголошень про продаж Причеп,80 Оголошень Про Причеп,80,pricep
,https://auto.ria.com/uk/car/varz/,10 оголошень про продаж ВАРЗ,10 Оголошень Про Варз,10,varz
,https://auto.ria.com/uk/car/gkb/,125 оголошень про продаж ГКБ,125 Оголошень Про Гкб,125,gkb
,https://auto.ria.com/uk/car/kremen/,10 оголошень про продаж Кремінь,10 Оголошень Про Кремінь,10,kremen
,https://auto.ria.com/uk/car/mega/,87 оголошень про продаж MEGA,87 Оголошень Про Mega,87,mega
,https://auto.ria.com/uk/car/muravej/,17 оголошень про продаж Муравей,17 Оголошень Про Муравей,17,muravej
,https://auto.ria.com/uk/car/odaz/,88 оголошень про продаж ОДАЗ,88 Оголошень Про Одаз,88,odaz
,https://auto.ria.com/uk/car/santej/,28 оголошень про продаж Сантей,28 Оголошень Про Сантей,28,santej
,https://auto.ria.com/uk/car/szap/,40 оголошень про продаж СЗАП,40 Оголошень Про Сзап,40,szap
,https://auto.ria.com/uk/car/chmzap/,16 оголошень про продаж ЧМЗАП,16 Оголошень Про Чмзап,16,chmzap
,https://auto.ria.com/uk/car/progress/,77 оголошень про продаж Прогресс,77 Оголошень Про Прогресс,77,progress
,https://auto.ria.com/uk/car/prt/,10 оголошень про продаж ПРТ,10 Оголошень Про Прт,10,prt
,https://auto.ria.com/uk/car/ravon/,90 оголошень про продаж Ravon,90 Оголошень Про Ravon,90,ravon
,https://auto.ria.com/uk/car/rider/,32 оголошення про продаж Rider,32 Про Rider,32,rider
,https://auto.ria.com/uk/car/ram/,79 оголошень про продаж Ram,79 Оголошень Про Ram,79,ram
,https://auto.ria.com/uk/car/reisch/,41 оголошення про продаж Reisch,41 Про Reisch,41,reisch
,https://auto.ria.com/uk/car/renders/,70 оголошень про продаж Renders,70 Оголошень Про Renders,70,renders
,https://auto.ria.com/uk/car/robuste/,18 оголошень про продаж Robuste,18 Оголошень Про Robuste,18,robuste
,https://auto.ria.com/uk/car/rohr/,16 оголошень про продаж Rohr,16 Оголошень Про Rohr,16,rohr
,https://auto.ria.com/uk/car/ruta/,133 оголошення про продаж РУТА,133 Про Рута,133,ruta
,https://auto.ria.com/uk/car/rivian/,53 оголошення про продаж Rivian,53 Про Rivian,53,rivian
,https://auto.ria.com/uk/car/saab/,103 оголошення про продаж Saab,103 Про Saab,103,saab
,https://auto.ria.com/uk/car/samand/,78 оголошень про продаж Samand,78 Оголошень Про Samand,78,samand
,https://auto.ria.com/uk/car/samodelnyj/,128 оголошень про продаж Саморобний,128 Оголошень Про Саморобний,128,samodelnyj
,https://auto.ria.com/uk/car/samro/,66 оголошень про продаж Samro,66 Оголошень Про Samro,66,samro
,https://auto.ria.com/uk/car/soueast/,12 оголошень про продаж SouEast,12 Оголошень Про Soueast,12,soueast
,https://auto.ria.com/uk/car/swift/,10 оголошень про продаж SWIFT,10 Оголошень Про Swift,10,swift
,https://auto.ria.com/uk/car/segway/,42 оголошення про продаж Segway,42 Про Segway,42,segway
,https://auto.ria.com/uk/car/setra/,64 оголошення про продаж Setra,64 Про Setra,64,setra
,https://auto.ria.com/uk/car/skybike/,43 оголошення про продаж SkyBike,43 Про Skybike,43,skybike
,https://auto.ria.com/uk/car/skymoto/,29 оголошень про продаж SkyMoto,29 Оголошень Про Skymoto,29,skymoto
,https://auto.ria.com/uk/car/sma/,11 оголошень про продаж SMA,11 Оголошень Про Sma,11,sma
,https://auto.ria.com/uk/car/cmt/,17 оголошень про продаж CMT,17 Оголошень Про Cmt,17,cmt
,https://auto.ria.com/uk/car/sommer/,22 оголошення про продаж Sommer,22 Про Sommer,22,sommer
,https://auto.ria.com/uk/car/spier/,14 оголошень про продаж Spier,14 Оголошень Про Spier,14,spier
,https://auto.ria.com/uk/car/spark/,565 оголошень про продаж Spark,565 Оголошень Про Spark,565,spark
,https://auto.ria.com/uk/car/stas/,119 оголошень про продаж STAS,119 Оголошень Про Stas,119,stas
,https://auto.ria.com/uk/car/stokota/,15 оголошень про продаж Stokota,15 Оголошень Про Stokota,15,stokota
,https://auto.ria.com/uk/car/still/,12 оголошень про продаж Still,12 Оголошень Про Still,12,still
,https://auto.ria.com/uk/car/stim/,18 оголошень про продаж Stim,18 Оголошень Про Stim,18,stim
,https://auto.ria.com/uk/car/sumitomo/,19 оголошень про продаж Sumitomo,19 Оголошень Про Sumitomo,19,sumitomo
,https://auto.ria.com/uk/car/scion/,52 оголошення про продаж Scion,52 Про Scion,52,scion
,https://auto.ria.com/uk/car/xiaomi/,49 оголошень про продаж Xiaomi,49 Оголошень Про Xiaomi,49,xiaomi
,https://auto.ria.com/uk/car/sym/,54 оголошення про продаж Sym,54 Про Sym,54,sym
,https://auto.ria.com/uk/car/tabbert/,21 оголошення про продаж Tabbert,21 Про Tabbert,21,tabbert
,https://auto.ria.com/uk/car/tad/,16 оголошень про продаж TAD,16 Оголошень Про Tad,16,tad
,https://auto.ria.com/uk/car/tadano/,10 оголошень про продаж Tadano,10 Оголошень Про Tadano,10,tadano
,https://auto.ria.com/uk/car/tatra/,12 оголошень про продаж Tatra,12 Оголошень Про Tatra,12,tatra
,https://auto.ria.com/uk/car/tekken/,170 оголошень про продаж Tekken,170 Оголошень Про Tekken,170,tekken
,https://auto.ria.com/uk/car/terex/,16 оголошень про продаж Terex,16 Оголошень Про Terex,16,terex
,https://auto.ria.com/uk/car/chtz/,15 оголошень про продаж ЧТЗ,15 Оголошень Про Чтз,15,chtz
,https://auto.ria.com/uk/car/trailer/,37 оголошень про продаж Trailer,37 Оголошень Про Trailer,37,trailer
,https://auto.ria.com/uk/car/trailor/,92 оголошення про продаж Trailor,92 Про Trailor,92,trailor
,https://auto.ria.com/uk/car/trouillet/,19 оголошень про продаж Trouillet,19 Оголошень Про Trouillet,19,trouillet
,https://auto.ria.com/uk/car/triumph/,126 оголошень про продаж Triumph,126 Оголошень Про Triumph,126,triumph
,https://auto.ria.com/uk/car/tula/,12 оголошень про продаж Тула,12 Оголошень Про Тула,12,tula
,https://auto.ria.com/uk/car/uaz/,429 оголошень про продаж УАЗ,429 Оголошень Про Уаз,429,uaz
,https://auto.ria.com/uk/car/ukrainska-mriya/,9 оголошень про продаж Українська мрія,9 Оголошень Про Українська Мрія,9,ukrainska-mriya
,https://auto.ria.com/uk/car/ural/,84 оголошення про продаж Урал,84 Про Урал,84,ural
,https://auto.ria.com/uk/car/fada/,75 оголошень про продаж Fada,75 Оголошень Про Fada,75,fada
,https://auto.ria.com/uk/car/faymonville/,11 оголошень про продаж Faymonville,11 Оголошень Про Faymonville,11,faymonville
,https://auto.ria.com/uk/car/feldbinder/,55 оголошень про продаж Feldbinder,55 Оголошень Про Feldbinder,55,feldbinder
,https://auto.ria.com/uk/car/floor/,15 оголошень про продаж Floor,15 Оголошень Про Floor,15,floor
,https://auto.ria.com/uk/car/fluid/,10 оголошень про продаж Fluid,10 Оголошень Про Fluid,10,fluid
,https://auto.ria.com/uk/car/fliegl/,56 оголошень про продаж Fliegl,56 Оголошень Про Fliegl,56,fliegl
,https://auto.ria.com/uk/car/four-winns/,12 оголошень про продаж Four Winns,12 Оголошень Про Four Winns,12,four-winns
,https://auto.ria.com/uk/car/forte/,Forte — 261 пропозиція,Forte — 261 Пропозиція,,forte
,https://auto.ria.com/uk/car/foton/,46 оголошень про продаж Foton,46 Оголошень Про Foton,46,foton
,https://auto.ria.com/uk/car/fruehauf/,235 оголошень про продаж Fruehauf,235 Оголошень Про Fruehauf,235,fruehauf
,https://auto.ria.com/uk/car/feber/,14 оголошень про продаж Feber,14 Оголошень Про Feber,14,feber
,https://auto.ria.com/uk/car/finval/,19 оголошень про продаж Finval,19 Оголошень Про Finval,19,finval
,https://auto.ria.com/uk/car/haval/,189 оголошень про продаж Haval,189 Оголошень Про Haval,189,haval
,https://auto.ria.com/uk/car/khaz-antorus/,17 оголошень про продаж ХАЗ (Анторус),17 Оголошень Про Хаз,17,khaz-antorus
,https://auto.ria.com/uk/car/hamer/,38 оголошень про продаж Hamer,38 Оголошень Про Hamer,38,hamer
,https://auto.ria.com/uk/car/hamm/,26 оголошень про продаж Hamm,26 Оголошень Про Hamm,26,hamm
,https://auto.ria.com/uk/car/hammer/,37 оголошень про продаж Hammer,37 Оголошень Про Hammer,37,hammer
,https://auto.ria.com/uk/car/hunter/,35 оголошень про продаж Hunter,35 Оголошень Про Hunter,35,hunter
,https://auto.ria.com/uk/car/haulotte/,51 оголошення про продаж Haulotte,51 Про Haulotte,51,haulotte
,https://auto.ria.com/uk/car/hafei/,10 оголошень про продаж Hafei,10 Оголошень Про Hafei,10,hafei
,https://auto.ria.com/uk/car/hendricks/,23 оголошення про продаж Hendricks,23 Про Hendricks,23,hendricks
,https://auto.ria.com/uk/car/hobby/,62 оголошення про продаж Hobby,62 Про Hobby,62,hobby
,https://auto.ria.com/uk/car/howo/,11 оголошень про продаж Howo,11 Оголошень Про Howo,11,howo
,https://auto.ria.com/uk/car/hongda/,16 оголошень про продаж Hongda,16 Оголошень Про Hongda,16,hongda
,https://auto.ria.com/uk/car/hornet/,16 оголошень про продаж Hornet,16 Оголошень Про Hornet,16,hornet
,https://auto.ria.com/uk/car/xcmg/,28 оголошень про продаж XCMG,28 Оголошень Про Xcmg,28,xcmg
,https://auto.ria.com/uk/car/hyster/,26 оголошень про продаж Hyster,26 Оголошень Про Hyster,26,hyster
,https://auto.ria.com/uk/car/citycoco/,18 оголошень про продаж Citycoco,18 Оголошень Про Citycoco,18,citycoco
,https://auto.ria.com/uk/car/chana/,22 оголошення про продаж Chana,22 Про Chana,22,chana
,https://auto.ria.com/uk/car/changan/,49 оголошень про продаж Changan,49 Оголошень Про Changan,49,changan
,https://auto.ria.com/uk/car/cezet-chezet/,10 оголошень про продаж Cezet (Чезет),10 Оголошень Про Cezet,10,cezet-chezet
,https://auto.ria.com/uk/car/changhe/,13 оголошень про продаж Changhe,13 Оголошень Про Changhe,13,changhe
,https://auto.ria.com/uk/car/chereau/,46 оголошень про продаж Chereau,46 Оголошень Про Chereau,46,chereau
,https://auto.ria.com/uk/car/buster/,8 оголошень про продаж Buster,8 Оголошень Про Buster,8,buster
,https://auto.ria.com/uk/car/kolibri-kolibri/,19 оголошень про продаж Kolibri (Колибри),19 Оголошень Про Kolibri,19,kolibri-kolibri
,https://auto.ria.com/uk/car/ob/,12 оголошень про продаж Обь,12 Оголошень Про Обь,12,ob
,https://auto.ria.com/uk/car/skif/,20 оголошень про продаж Скиф,20 Оголошень Про Скиф,20,skif
,https://auto.ria.com/uk/car/ums/,17 оголошень про продаж UMS,17 Оголошень Про Ums,17,ums
,https://auto.ria.com/uk/car/qingqi/,21 оголошення про продаж Qingqi,21 Про Qingqi,21,qingqi
,https://auto.ria.com/uk/car/shineray/,351 оголошення про продаж Shineray,351 Про Shineray,351,shineray
,https://auto.ria.com/uk/car/schmidt/,40 оголошень про продаж SCHMIDT,40 Оголошень Про Schmidt,40,schmidt
,https://auto.ria.com/uk/car/spitzer/,25 оголошень про продаж Spitzer,25 Оголошень Про Spitzer,25,spitzer
,https://auto.ria.com/uk/car/yuzhanka/,19 оголошень про продаж Южанка,19 Оголошень Про Южанка,19,yuzhanka
,https://auto.ria.com/uk/car/jungheinrich/,19 оголошень про продаж Jungheinrich,19 Оголошень Про Jungheinrich,19,jungheinrich
,https://auto.ria.com/uk/car/yutong/,12 оголошень про продаж YUTONG,12 Оголошень Про Yutong,12,yutong
,https://auto.ria.com/uk/car/jawa-yava-cz/,21 оголошення про продаж Jawa (Ява)-cz,21 Про Jawa,21,jawa-yava-cz
,https://auto.ria.com/uk/car/yadea/,26 оголошень про продаж Yadea,26 Оголошень Про Yadea,26,yadea
,https://auto.ria.com/uk/car/yale/,11 оголошень про продаж Yale,11 Оголошень Про Yale,11,yale
,https://auto.ria.com/uk/car/yanmar/,Yanmar — 171 пропозиція,Yanmar — 171 Пропозиція,,yanmar
,https://auto.ria.com/uk/car/izh/,467 оголошень про продаж ИЖ,467 Оголошень Про Иж,467,izh
,https://auto.ria.com/uk/car/ikarus/,14 оголошень про продаж Ikarus,14 Оголошень Про Ikarus,14,ikarus
,https://auto.ria.com/uk/car/indox/,11 оголошень про продаж Indox,11 Оголошень Про Indox,11,indox
,https://auto.ria.com/uk/car/indian/,50 оголошень про продаж Indian,50 Оголошень Про Indian,50,indian
,https://auto.ria.com/uk/car/inter-cars/,30 оголошень про продаж Inter Cars,30 Оголошень Про Inter Cars,30,inter-cars
,https://auto.ria.com/uk/car/ifa-ifa/,14 оголошень про продаж IFA (ІФА),14 Оголошень Про Ifa,14,ifa-ifa
